Temperaturas,Incertezas
560.9887229057509,29.20974758188367
762.9524911995779,38.96830402044282
914.8100671507542,47.62986090370111
1107.183233975736,62.69001487720614
1221.135533391303,76.17949386891681
1439.7320710267632,158.6094531747214
1529.0514704561524,202.85988244700778
